brand,make,year,price,km,gearbox,doors,imported,kW,cm3,fuel,registered,color,aircon,damage,car_type,standard,drive
VW,Polo,2003,2100,149000,M,4/5,0,55,1390.0,petrol,1,VAR,3,0,SDN,1,F
VW,Bora,2005,3350,192613,M,4/5,0,96,1896.0,diesel,0,GR,2,0,SDN,4,F
Peugeot,206,2001,1400,198000,M,2/3,0,100,1587.0,petrol,0,GR,4,0,CBR,3,F
Škoda,Octavia,2011,7500,320000,M,4/5,0,81,1968.0,diesel,1,GR,2,0,SDN,4,F
Ford,Fiesta,2005,1600,128000,M,2/3,0,55,1248.0,petrol,1,VAR,2,0,HB,4,F
Ford,Focus,2009,3950,152036,M,4/5,0,60,1560.0,diesel,1,GR,4,0,SW,4,F
Opel,Insignia,2009,6650,164233,M,4/5,0,96,1956.0,diesel,1,GR,4,0,SDN,5,F
Peugeot,207,2006,2899,150000,M,4/5,1,65,1360.0,petrol,0,VAR,2,0,HB,4,F
Hyundai,Santa Fe,2002,4750,156000,M,4/5,0,85,1997.0,diesel,0,BL,1,0,SUV,3,4x4
Audi,A5,2013,17799,156109,A,4/5,0,129,1968.0,diesel,1,BL,4,0,SDN,5,4x4
VW,Golf 5,2008,4850,195000,M,2/3,0,77,1896.0,diesel,1,BL,4,0,HB,5,F
Mercedes,GLK 200,2014,16950,130071,A,4/5,0,105,2143.0,diesel,1,GR,4,0,SUV,5,B
Chevrolet,Spark,2011,2330,152000,M,4/5,1,60,1206.0,petrol,0,VAR,4,0,SM,5,F
Fiat,Punto,2013,5500,129700,M,4/5,0,57,1368.0,petrol,0,VAR,3,0,HB,5,F
Ford,Mondeo,2013,11500,151500,A,4/5,0,103,1997.0,diesel,0,VAR,4,0,SW,5,F
Hyundai,Tucson,2008,5950,178004,M,4/5,0,103,1991.0,diesel,0,GR,4,0,SUV,4,F
Peugeot,308,2013,4890,179000,M,4/5,0,68,1560.0,diesel,1,WH,2,0,SW,5,F
Opel,Astra,1996,790,200000,M,4/5,0,55,1700.0,diesel,0,VAR,0,0,SW,3,F
Opel,Mokka,2015,10380,83500,M,4/5,1,100,1598.0,diesel,1,WH,4,0,SUV,6,4x4
VW,Touran,2006,2750,186000,M,4/5,0,110,1997.0,petrol,0,BL,4,0,VAN,4,F
BMW,320,2004,3250,185670,M,4/5,0,110,1995.0,diesel,1,GR,4,0,SDN,4,B
VW,Fox,2005,1999,165000,M,2/3,0,51,1398.0,diesel,0,VAR,3,0,HB,4,F
Fiat,Punto,2004,1500,179000,M,4/5,0,44,1200.0,petrol,0,VAR,2,0,HB,4,F
Mazda,2,2008,3499,176000,M,4/5,0,50,1398.0,diesel,1,VAR,3,0,HB,4,F
Mitsubishi,Colt,2006,2480,127000,M,4/5,0,55,1124.0,petrol,0,VAR,2,0,HB,4,F
Citroen,C4 Picasso,2007,3850,167000,M,4/5,0,80,1560.0,diesel,0,BL,4,0,SDN,4,F
Fiat,Croma,2005,3640,91500,M,4/5,1,108,2198.0,petrol,1,VAR,4,0,SW,4,F
Mercedes,A 170,2002,1300,246000,M,4/5,0,70,1689.0,diesel,1,VAR,2,0,HB,3,F
Opel,Zafira,2011,4670,147000,M,4/5,1,92,1680.0,diesel,0,GR,4,0,VAN,3,F
Peugeot,306,2001,950,203346,M,4/5,0,51,1868.0,diesel,1,WH,2,0,HB,3,F
Škoda,Fabia,2003,1300,200000,M,4/5,0,47,1200.0,petrol,0,VAR,1,0,SW,3,F
Ford,Focus,2005,1899,96000,M,2/3,0,59,1399.0,petrol,0,VAR,1,0,HB,4,F
Škoda,Yeti,2009,5510,221000,M,4/5,1,103,1968.0,diesel,1,GR,2,0,VAN,5,4x4
Citroen,Berlingo,2003,2250,186000,M,4/5,0,55,1390.0,petrol,1,VAR,2,0,VAN,4,F
Renault,Megane,2003,1150,244000,M,4/5,0,60,1461.0,diesel,1,WH,4,0,HB,3,F
VW,Polo,2001,1599,106000,M,4/5,0,40,1398.0,petrol,0,VAR,3,0,HB,4,F
VW,Touareg,2005,6500,267037,A,4/5,0,130,2496.0,diesel,0,GR,4,0,SUV,4,4x4
Fiat,Grande Punto,2006,2600,213000,M,4/5,0,55,1248.0,diesel,1,VAR,2,0,HB,4,F
Opel,Astra,2006,2950,179000,M,4/5,0,66,1398.0,petrol,1,VAR,2,0,HB,4,F
Ford,Fiesta,2006,1999,167000,M,2/3,0,66,1598.0,diesel,1,VAR,2,0,HB,4,F
Renault,Clio,2005,1400,180000,M,4/5,0,60,1461.0,diesel,1,VAR,2,0,HB,4,F
Audi,A4,2003,2999,220000,M,4/5,0,75,1598.0,LPG,1,BL,4,0,SDN,4,F
Audi,A3,2006,4300,178448,M,4/5,0,85,1598.0,petrol,1,BL,4,0,HB,4,F
Fiat,Croma,2007,3090,91000,M,4/5,1,108,2198.0,petrol,0,GR,4,0,SW,4,F
Opel,Mokka,2014,11240,74000,M,4/5,1,96,1686.0,diesel,0,BL,4,0,SUV,5,4x4
Seat,Ibiza,2004,1480,260000,M,4/5,0,55,1390.0,diesel,0,VAR,4,0,HB,4,F
Opel,Zafira,2013,7520,168813,M,4/5,1,121,1956.0,diesel,0,GR,4,0,VAN,5,F
Škoda,Octavia,2011,7000,219000,A,4/5,1,125,1968.0,diesel,1,GR,4,0,SW,5,F
Seat,Altea XL,2010,4999,145000,M,4/5,0,77,1598.0,diesel,1,GR,4,0,VAN,5,F
Škoda,Octavia,2016,11120,112120,M,4/5,1,81,1598.0,diesel,1,BL,2,0,SW,6,4x4
Ford,Fusion,2004,2290,133000,M,4/5,0,55,1399.0,diesel,0,VAR,2,0,HB,4,F
Opel,Vectra,2006,3800,227010,M,4/5,0,88,1910.0,diesel,0,GR,4,0,SDN,4,F
VW,Touareg,2005,6500,267037,A,4/5,0,130,2496.0,diesel,0,GR,4,0,SUV,4,4x4
BMW,316,1992,750,345000,M,4/5,0,74,1596.0,LPG,1,VAR,0,0,SDN,2,B
Škoda,Octavia,2015,9250,102000,A,4/5,1,77,1598.0,diesel,1,BL,4,0,SDN,5,F
Opel,Astra,2004,2100,175000,M,4/5,0,75,1686.0,diesel,0,VAR,2,0,SW,3,F
Fiat,Croma,2006,2800,145000,M,4/5,1,108,2196.0,petrol,0,BL,4,0,SW,4,F
Renault,Megane,2017,11120,133143,A,4/5,1,81,1461.0,diesel,1,WH,4,0,SW,6,F
Peugeot,3008,2010,6300,207000,M,4/5,0,110,1997.0,diesel,0,BL,4,0,HB,5,F
Suzuki,Alto,2009,2780,178900,M,4/5,0,50,996.0,petrol,0,VAR,0,0,HB,5,F
Citroen,C4 Grand Picasso,2007,3600,193470,A,4/5,0,100,1997.0,diesel,0,GR,4,0,VAN,4,F
Peugeot,308,2015,7990,142003,M,4/5,0,88,1560.0,diesel,1,VAR,4,0,HB,6,F
Fiat,500L,2013,7500,110000,M,4/5,0,62,1300.0,diesel,0,VAR,2,0,HB,5,F
Fiat,Punto,2011,1780,280000,M,4/5,1,51,1242.0,petrol,1,GR,4,0,SM,5,F
Mercedes,A 170,2003,2190,180000,M,4/5,0,70,1689.0,diesel,0,VAR,4,0,HB,3,F
Renault,Clio,2006,2499,180237,M,2/3,0,50,1461.0,diesel,0,BL,4,0,HB,4,F
Land Rover,Range Rover Sport,2005,8500,225000,A,4/5,0,140,2698.0,diesel,0,BL,4,0,SUV,4,4x4
Fiat,Grande Punto,2009,2999,150258,M,4/5,0,57,1368.0,petrol,0,VAR,2,0,HB,4,F
Opel,GT,2008,15500,5395,M,2/3,0,195,1998.0,petrol,1,VAR,4,0,CBR,4,B
Land Rover,Freelander,2011,7900,149000,M,4/5,0,110,2198.0,diesel,0,WH,3,0,SUV,5,4x4
Renault,Scenic,2004,1749,117000,M,4/5,0,88,1870.0,diesel,0,VAR,4,0,HB,4,F
Lada,Niva,2001,1499,133553,M,2/3,0,59,1689.0,LPG,0,WH,0,0,SUV,4,4x4
Opel,Astra,2005,2899,177415,M,4/5,0,77,1598.0,petrol,0,GR,2,0,SW,4,F
VW,Polo,2008,3499,155153,M,4/5,0,44,1198.0,petrol,1,VAR,2,0,HB,4,F
Audi,A7,2011,18500,110500,A,4/5,0,220,2995.0,petrol,0,GR,4,0,HB,5,4x4
Citroen,C3 Picasso,2012,4899,180144,M,4/5,0,68,1560.0,diesel,0,WH,4,0,VAN,4,F
Peugeot,Bipper,2010,4399,170302,M,4/5,0,50,1390.0,diesel,0,VAR,2,0,VAN,4,F
Citroen,Berlingo,2008,4199,189696,M,4/5,0,66,1560.0,diesel,1,GR,4,0,VAN,4,F
Ford,Focus,2008,3299,237964,M,4/5,0,80,1560.0,diesel,0,WH,3,0,SDN,4,F
VW,Caddy,2011,7499,185217,M,6/7,0,75,1598.0,diesel,0,GR,4,0,VAN,5,F
Renault,Clio,2005,1450,186890,M,2/3,0,48,1461.0,diesel,1,WH,2,0,HB,4,F
Renault,Scenic,2010,4899,187505,M,4/5,0,78,1461.0,diesel,1,GR,4,0,VAN,4,F
Ford,Fiesta,2008,2999,157459,M,4/5,0,51,1299.0,petrol,0,GR,2,0,HB,4,F
BMW,750,2010,14900,215000,A,4/5,0,300,4398.0,petrol,1,VAR,4,0,SDN,5,4x4
Renault,Clio,2010,4199,135985,M,4/5,0,55,1149.0,petrol,0,GR,2,0,HB,4,F
Renault,Kangoo,2006,2899,160117,M,4/5,0,62,1461.0,diesel,1,GR,2,0,VAN,4,F
Peugeot,207,2008,3399,132068,M,4/5,0,70,1397.0,petrol,0,GR,2,0,HB,4,F
Jeep,Grand Cherokee,2011,14900,175500,A,4/5,0,177,2998.0,diesel,0,VAR,4,0,SUV,5,4x4
Ford,Galaxy,2008,5599,226432,M,4/5,0,85,1997.0,diesel,0,GR,4,0,VAN,4,F
Opel,Corsa,2002,1099,133439,M,2/3,0,43,973.0,petrol,0,BL,0,0,HB,4,F
Volvo,S80,2007,7900,104500,A,4/5,0,136,2400.0,diesel,0,GR,4,0,SDN,4,F
Renault,Scenic,2012,5890,169800,M,4/5,0,81,1461.0,diesel,0,BL,4,0,VAN,5,F
Renault,Scenic,2008,2300,163000,M,4/5,0,98,1997.0,petrol,0,VAR,4,0,VAN,4,F
Renault,Clio,2008,3499,110525,M,4/5,0,55,1149.0,petrol,1,BL,2,0,HB,4,F
VW,Passat,2006,4799,244378,M,4/5,0,103,1968.0,diesel,0,VAR,4,0,SDN,4,F
Peugeot,508,2015,13950,109183,M,4/5,0,110,1997.0,diesel,1,BL,4,0,SDN,6,F
Audi,A3,2006,4699,195224,M,4/5,0,103,1968.0,diesel,0,GR,4,0,HB,4,F
Opel,Corsa,2008,3799,164570,M,4/5,0,59,1229.0,petrol,0,VAR,2,0,HB,4,F
Citroen,C4 Grand Picasso,2008,3799,191586,A,4/5,0,100,1997.0,diesel,0,VAR,4,0,VAN,4,F
Opel,Corsa,2009,3799,165271,M,4/5,0,44,998.0,petrol,0,VAR,2,0,HB,4,F
Renault,Grand Modus,2008,3399,116728,M,4/5,0,74,1149.0,petrol,1,BL,4,0,HB,4,F
Audi,A6,2007,4900,165000,A,4/5,0,140,2698.0,diesel,0,VAR,4,0,SW,5,F
Renault,Scenic,2005,2200,200861,M,4/5,0,83,1598.0,petrol,0,VAR,4,0,VAN,4,F
VW,Sharan,2011,9800,275190,M,4/5,0,103,1968.0,diesel,0,GR,4,0,VAN,4,F
Mercedes,B 170,2006,4599,199306,M,4/5,0,85,1699.0,petrol,1,VAR,4,0,HB,4,F
Audi,A3,2008,4899,192728,M,4/5,0,103,1968.0,diesel,0,BL,4,0,HB,4,F
Lancia,Ypsilon,2006,2150,127000,M,2/3,0,44,1242.0,petrol,1,BL,2,0,HB,4,F
VW,Passat,2006,4999,272380,M,4/5,0,103,1968.0,diesel,0,GR,4,0,SDN,4,F
Audi,A5,2008,8900,187500,A,2/3,0,140,2698.0,diesel,0,BL,4,0,CP,5,F
Infiniti,FX,2005,3500,153500,A,4/5,0,194,3498.0,petrol,0,VAR,4,0,SUV,4,4x4
Fiat,Stilo,2004,1199,188079,M,4/5,0,85,1910.0,diesel,1,GR,4,0,SW,4,F
VW,Touran,2008,4399,224172,M,4/5,0,103,1390.0,petrol,0,WH,4,0,VAN,4,F
Renault,Megane,2001,999,242205,M,4/5,0,70,1390.0,petrol,0,VAR,2,0,HB,4,F
Renault,Megane,2009,4699,141312,M,4/5,0,78,1461.0,diesel,1,GR,2,0,HB,4,F
VW,Touran,2007,4599,241597,M,4/5,0,77,1896.0,diesel,0,GR,2,0,VAN,4,F
Renault,Laguna,2008,5900,135000,M,2/3,0,150,1998.0,petrol,1,VAR,4,0,CP,4,F
Citroen,C4 Grand Picasso,2008,2799,268540,A,4/5,0,80,1560.0,diesel,0,GR,4,0,VAN,4,F
VW,Polo,2007,2999,135277,M,4/5,0,47,1198.0,petrol,0,VAR,0,0,HB,4,F
Mercedes,B 180,2008,4799,226086,M,4/5,0,80,1991.0,diesel,1,BL,4,0,HB,4,F
Peugeot,5008,2010,6299,200207,A,4/5,0,80,1560.0,diesel,1,BL,4,0,VAN,4,F
BMW,518,2015,16900,162500,A,4/5,0,110,1995.0,diesel,0,BL,4,0,SDN,6,B
VW,Golf 5,2008,3799,188554,M,4/5,0,77,1896.0,diesel,0,GR,4,0,SW,4,F
VW,Polo,2010,4899,101249,M,4/5,0,44,1198.0,petrol,0,VAR,2,0,HB,4,F
Dodge,Caliber,2010,7900,140500,M,4/5,0,217,2359.0,petrol,1,BL,3,0,HB,5,F
Opel,Astra,2004,3299,176277,M,4/5,0,66,1364.0,petrol,0,GR,2,0,HB,4,F
BMW,320,2008,6999,223717,A,4/5,0,130,1995.0,diesel,1,GR,4,0,SDN,4,B
Peugeot,308,2007,4499,150199,M,4/5,0,88,1598.0,petrol,0,VAR,4,0,HB,4,F
Citroen,C5,2009,4999,220000,M,4/5,0,80,1560.0,diesel,1,BL,4,0,SW,4,F
Renault,Modus,2005,2499,131227,M,4/5,0,55,1149.0,petrol,1,BL,2,0,VAN,4,F
Opel,Astra,2011,5999,160258,M,4/5,0,70,1248.0,diesel,0,GR,2,0,SW,4,F
Opel,Astra,2016,11500,104000,M,4/5,0,81,1598.0,diesel,0,VAR,4,0,SW,6,F
VW,Touareg,2007,7000,179000,M,4/5,0,128,2461.0,diesel,1,VAR,2,0,SUV,4,4x4
Toyota,Auris,2008,4700,136100,M,4/5,0,71,1398.0,petrol,0,VAR,2,0,HB,4,F
Saab,9_3,2006,3500,164000,M,4/5,0,110,1910.0,diesel,1,GR,4,0,SW,4,F
Nissan,Qashqai,2011,6550,172358,M,4/5,0,81,1461.0,diesel,1,BL,2,0,SUV,5,F
Citroen,C4 Picasso,2008,2990,162000,M,4/5,0,80,1560.0,diesel,0,VAR,4,0,VAN,4,F
Audi,A4,2012,12390,112958,M,4/5,0,120,1968.0,diesel,0,GR,4,0,SDN,5,F
Opel,Astra,2007,1999,205000,M,2/3,0,74,1686.0,diesel,0,BL,4,0,HB,4,F
Toyota,Auris,2011,6350,119000,M,4/5,0,73,1329.0,petrol,0,VAR,2,0,HB,1,F
Opel,Astra,2005,2999,191953,M,4/5,0,66,1364.0,petrol,1,GR,2,0,HB,4,F
Renault,Espace,2003,1550,200000,M,4/5,0,88,1870.0,diesel,0,BL,4,0,VAN,3,F
Alfa Romeo,156,2002,500,320,M,4/5,0,85,1910.0,diesel,0,GR,3,0,SW,3,F
Opel,Mokka,2015,9430,113200,M,4/5,1,100,1598.0,diesel,1,WH,4,0,SUV,6,4x4
Fiat,Bravo,2012,6250,57500,M,4/5,1,66,1368.0,petrol,0,WH,4,0,SDN,5,F
VW,Passat,2007,4650,211000,M,4/5,0,103,1968.0,diesel,0,BL,2,0,SW,4,F
Fiat,Bravo,2008,3630,104000,M,4/5,1,110,1368.0,petrol,0,VAR,4,0,SDN,4,F
Renault,Clio,2008,2999,124258,M,4/5,0,55,1149.0,petrol,1,VAR,2,0,HB,4,F
Audi,A4,2006,5999,188915,M,4/5,0,103,1968.0,diesel,0,GR,4,0,SDN,4,F
Ford,Galaxy,2002,1850,243000,M,4/5,0,85,1900.0,diesel,0,BL,4,0,VAN,3,F
Fiat,Multipla,2005,2550,139528,M,4/5,0,76,1596.0,petrol,0,VAR,3,0,VAN,4,F
Audi,TT,2004,4699,129067,M,2/3,0,132,1781.0,petrol,0,VAR,4,0,CP,4,4x4
VW,Tiguan,2016,18450,145015,M,4/5,0,110,1968.0,diesel,0,BL,4,0,SUV,6,F
MINI,One,2002,1999,126000,M,2/3,0,66,1598.0,petrol,1,VAR,2,0,HB,4,F
VW,Passat,2006,5800,230000,M,4/5,0,77,1896.0,diesel,1,BL,4,0,SDN,4,F
Fiat,Bravo,2008,2710,174000,M,4/5,1,88,1910.0,diesel,1,VAR,4,0,SDN,4,F
Porsche,Cayenne,2011,31990,185000,A,4/5,0,193,2967.0,diesel,0,WH,4,0,SUV,4,4x4
Opel,Antara,2007,3810,145670,A,4/5,1,110,1991.0,diesel,0,GR,4,0,SUV,4,4x4
Peugeot,308,2009,4949,178581,M,4/5,0,88,1598.0,petrol,0,VAR,4,0,HB,4,F
Opel,Astra,2001,650,230000,M,4/5,0,55,1700.0,diesel,0,VAR,2,0,SW,3,F
Renault,Clio,2006,2800,190000,M,4/5,0,55,1149.0,petrol,0,VAR,2,0,HB,4,F
VW,Golf 5,2006,3990,180000,M,4/5,0,75,1600.0,petrol,0,GR,2,0,HB,4,4x4
Fiat,Punto,2004,1800,181000,M,4/5,0,51,1242.0,diesel,0,WH,2,0,HB,4,F
Nissan,Almera,2001,1150,240000,M,4/5,0,80,1753.0,petrol,0,VAR,2,0,SDN,3,F
Fiat,Bravo,2008,2150,168500,M,4/5,1,110,1910.0,diesel,0,BL,4,0,SDN,4,F
VW,Golf 4,2001,2000,118000,M,4/5,0,55,1399.0,petrol,1,VAR,2,0,HB,4,F
VW,Touran,2004,2490,189000,M,4/5,0,103,1989.0,diesel,0,VAR,4,0,SUV,4,F
Opel,Zafira,2010,3700,216000,A,4/5,0,88,1910.0,diesel,0,VAR,2,0,VAN,4,F
Toyota,RAV4,2011,10790,150000,A,4/5,0,110,2231.0,diesel,0,WH,4,0,SUV,5,4x4
Mazda,6,2014,14990,164000,M,4/5,0,110,2180.0,diesel,1,BL,4,0,SDN,5,F
Peugeot,3008,2014,8999,118000,M,4/5,0,88,1560.0,diesel,0,VAR,4,0,SW,6,F
VW,Golf 2,1985,400,250000,M,2/3,0,55,1595.0,LPG,1,WH,0,0,HB,2,F
Opel,Corsa,2002,1680,196333,M,4/5,0,55,1690.0,diesel,0,VAR,0,0,HB,3,F
Opel,Astra,2006,2950,229532,M,4/5,0,74,1910.0,diesel,1,WH,3,0,SW,4,F
Peugeot,206,2004,1950,168486,M,2/3,0,50,1398.0,diesel,0,VAR,3,0,HB,3,F
Renault,Scenic,2001,1300,184000,M,4/5,0,102,2000.0,petrol,1,VAR,4,0,SDN,3,F
Nissan,Qashqai,2017,13950,149742,M,4/5,0,96,1598.0,diesel,0,WH,4,0,SUV,6,F
Mercedes,C 220,2009,6500,196000,M,4/5,0,125,2148.0,diesel,1,BL,4,0,SW,3,F
VW,Golf 7,2014,10200,174500,M,4/5,0,77,1598.0,diesel,0,VAR,4,0,HB,5,F
Škoda,Superb,2014,9500,226000,M,4/5,0,103,2000.0,diesel,1,BL,4,0,SDN,5,4x4
Fiat,Bravo,2008,2990,156000,M,4/5,1,88,1368.0,petrol,1,GR,4,0,SDN,4,F
Škoda,Yeti,2011,7490,155000,A,4/5,0,81,1968.0,diesel,0,VAR,4,0,VAN,5,F
Nissan,Qashqai,2017,16450,164930,M,4/5,0,96,1598.0,diesel,0,BL,4,0,SUV,6,F
Opel,Insignia,2010,7430,99234,M,4/5,1,81,1956.0,diesel,0,GR,4,0,SDN,5,F
Opel,Insignia,2010,5240,131200,A,4/5,1,162,1998.0,petrol,1,WH,4,0,SDN,5,F
Peugeot,206,2004,1800,180,M,2/3,0,55,1360.0,petrol,0,VAR,2,0,HB,3,F
Seat,Leon,2007,3690,199284,M,4/5,0,77,1896.0,diesel,1,GR,4,0,HB,4,F
Renault,Clio,2003,1850,295294,M,4/5,0,60,1461.0,diesel,1,GR,3,0,HB,3,F
Peugeot,307,2003,1950,210000,M,4/5,0,66,1997.0,diesel,0,GR,4,0,SW,3,F
Opel,Astra,2014,8100,20200,M,4/5,1,81,1398.0,petrol,1,GR,4,0,SDN,5,F
Toyota,Corolla,2004,3050,199260,M,4/5,0,85,1995.0,diesel,1,GR,4,0,HB,4,F
Renault,Espace,2007,2399,303000,A,4/5,0,110,1998.0,diesel,1,VAR,4,0,VAN,4,F
Opel,Astra,2002,1650,201000,M,4/5,0,74,1997.0,diesel,0,VAR,2,0,HB,3,F
Peugeot,206,2004,1750,170000,M,4/5,0,50,1400.0,diesel,1,GR,2,0,HB,3,F
Renault,Grand Scenic,2013,7450,185185,M,4/5,0,81,1461.0,diesel,1,BL,4,0,VAN,5,F
Seat,Ibiza,1998,1390,198500,M,2/3,0,110,1984.0,petrol,0,VAR,2,0,HB,2,F
Renault,Scenic,2001,1450,187000,M,4/5,0,74,1900.0,diesel,0,GR,2,0,VAN,3,F
Renault,Espace,2004,1950,270000,M,4/5,0,88,1900.0,diesel,1,VAR,2,0,SM,3,F
Opel,Astra,2007,3100,218000,M,4/5,0,88,1910.0,diesel,0,GR,2,0,SW,4,F
Opel,Astra,2000,899,200000,M,4/5,0,55,1686.0,diesel,0,GR,1,0,SDN,3,F
Peugeot,307,2003,1350,155000,M,4/5,0,80,1598.0,petrol,1,GR,0,0,HB,3,F
Audi,A3,2004,3550,235450,M,2/3,0,103,1968.0,diesel,1,GR,4,0,HB,4,F
Peugeot,407,2005,3450,198643,M,4/5,0,80,1560.0,diesel,1,GR,4,0,SDN,4,F
Renault,Espace,2006,3450,189135,M,4/5,0,85,1870.0,diesel,0,GR,4,0,VAN,4,F
Honda,CR_V,2011,10500,186398,M,4/5,0,110,2000.0,LPG,0,GR,4,0,SUV,5,4x4
VW,Passat,2011,8250,214000,M,4/5,0,77,1600.0,diesel,1,VAR,4,0,SW,5,F
Audi,Q7,2006,10500,186709,A,4/5,0,155,2967.0,diesel,1,GR,4,0,SUV,4,4x4
Seat,Leon,2001,2050,227473,M,4/5,0,66,1900.0,diesel,0,GR,3,0,HB,3,F
Ford,Fiesta,2007,2750,228703,M,2/3,0,74,1596.0,petrol,1,VAR,3,0,HB,4,F
Škoda,Octavia,2003,1600,305000,M,4/5,0,81,1896.0,diesel,1,GR,4,0,SW,3,F
VW,Golf 5,2004,3550,249526,M,4/5,0,66,1390.0,petrol,1,GR,3,0,HB,4,F
Citroen,C4,2010,3890,140880,M,4/5,0,66,1560.0,diesel,1,VAR,3,0,HB,4,F
Renault,Laguna,2006,2250,197120,M,4/5,0,88,1900.0,diesel,1,GR,4,0,SW,4,F
Fiat,Grande Punto,2006,2850,226311,M,2/3,0,96,1910.0,diesel,0,BL,3,0,HB,4,F
BMW,316,2014,9990,180015,M,4/5,0,85,1995.0,diesel,1,GR,2,0,SDN,6,B
Volvo,XC 90,2008,10100,217756,A,4/5,0,136,2400.0,diesel,1,GR,3,0,SUV,5,4x4
Renault,Clio,2002,1550,220000,M,4/5,0,60,1461.0,diesel,0,GR,2,0,HB,3,F
Audi,A6,2004,3550,238775,M,4/5,0,120,2496.0,diesel,0,BL,4,0,SDN,4,F
Mitsubishi,Colt,2004,2350,283557,M,4/5,0,80,1499.0,petrol,0,BL,3,0,HB,4,F
Opel,Vectra,2002,1550,230000,M,4/5,0,74,1995.0,diesel,0,VAR,4,0,SDN,3,F
VW,Bora,2004,2750,234098,M,4/5,0,74,1896.0,diesel,1,GR,4,0,SW,4,F
Hyundai,i20,2008,3550,178800,M,4/5,0,57,1248.0,petrol,1,WH,3,0,HB,4,F
Ford,Escort,1997,650,210000,M,4/5,0,54,1400.0,petrol,1,GR,0,0,SDN,3,F
Mitsubishi,Pajero Pinin,2002,3650,210533,M,4/5,0,95,1999.0,petrol,0,VAR,3,0,SUV,3,4x4
Peugeot,307,2006,4500,199027,M,2/3,0,100,1997.0,diesel,0,BL,4,0,CBR,4,F
VW,Golf 4,2002,2750,192000,M,4/5,0,74,1900.0,diesel,1,VAR,4,0,SDN,3,F
Opel,Vectra,2008,3710,123000,A,4/5,1,110,1910.0,diesel,0,BL,4,0,SDN,4,F
BMW,525,2004,4650,281132,M,4/5,0,120,2498.0,diesel,0,GR,4,0,SW,4,B
Peugeot,206,2001,1099,193600,M,2/3,0,66,1997.0,diesel,0,BL,2,0,HB,3,F
MINI,One,2004,3150,195850,M,2/3,0,66,1600.0,petrol,1,BL,3,0,HB,4,F
Opel,Astra,2008,2190,187000,M,4/5,1,85,1598.0,petrol,0,GR,4,0,SDN,4,F
VW,Passat,2005,2950,213000,M,4/5,0,96,1896.0,diesel,0,VAR,4,0,SW,3,F
Renault,Clio,2010,4190,112139,M,4/5,0,55,1200.0,LPG,0,WH,3,0,SDN,4,F
Peugeot,407,2009,4299,185000,M,4/5,0,103,1997.0,diesel,1,GR,4,0,SW,4,F
VW,Golf 4,2002,2550,205000,M,4/5,0,66,1900.0,diesel,1,VAR,4,0,SW,3,F
VW,Touareg,2011,16900,223000,A,4/5,0,180,2967.0,diesel,1,GR,4,0,SUV,5,4x4
VW,Polo,2012,9500,110000,S,4/5,0,132,1390.0,petrol,1,WH,4,0,HB,5,F
Renault,Grand Scenic,2012,6450,177000,M,4/5,0,96,1598.0,diesel,1,BL,4,0,VAN,6,F
VW,Passat,2008,9550,199000,A,4/5,0,103,1968.0,diesel,0,VAR,4,0,CP,5,F
VW,Golf 3,1994,1100,180000,M,2/3,0,47,1900.0,diesel,1,VAR,0,0,HB,2,F
MINI,Countryman,2013,9150,109000,M,4/5,0,82,1598.0,diesel,0,BL,2,0,SUV,5,4x4
Citroen,Jumper,2007,5800,237000,M,4/5,0,88,2198.0,diesel,0,VAR,2,0,VAN,4,F
Peugeot,207,2008,3350,133607,M,4/5,0,70,1398.0,petrol,1,GR,2,0,HB,4,F
Opel,Zafira,2009,4150,186000,M,4/5,0,81,1686.0,diesel,1,VAR,4,0,VAN,4,F
Peugeot,407,2008,3850,225000,M,4/5,0,100,1997.0,diesel,0,VAR,4,0,SDN,4,F
Fiat,Grande Punto,2015,5490,146000,M,4/5,0,55,1248.0,diesel,0,WH,2,0,HB,5,F
Ford,Kuga,2012,8900,209000,M,4/5,0,130,2000.0,diesel,1,GR,1,0,SUV,6,F
Mercedes,A 180,2014,10700,213000,M,4/5,0,80,1461.0,diesel,1,BL,2,0,HB,5,F
Opel,Agila,2008,3500,129000,M,4/5,0,63,1242.0,petrol,1,VAR,2,0,VAN,4,F
Opel,Meriva,2008,3299,193000,M,4/5,0,77,1598.0,petrol,0,VAR,4,0,VAN,4,F
Nissan,Qashqai,2008,5650,198000,M,4/5,0,78,1461.0,diesel,0,GR,2,0,SUV,4,F
Hyundai,Tucson,2004,3750,192000,M,4/5,0,82,1991.0,diesel,0,VAR,4,0,SUV,3,4x4
Citroen,DS4,2016,11495,89000,M,4/5,0,110,1997.0,diesel,0,VAR,4,0,HB,6,F
Audi,Q5,2009,13650,206000,M,4/5,0,125,1986.0,diesel,1,GR,4,0,SUV,4,4x4
Opel,Corsa,2002,1499,196000,M,2/3,0,55,1199.0,LPG,1,BL,2,0,HB,4,F
Renault,Clio,2006,3100,155000,M,4/5,0,65,1598.0,petrol,0,BL,2,0,HB,4,F
VW,Golf 5,2004,3590,206740,M,4/5,0,77,1900.0,diesel,0,GR,3,0,SDN,4,F
VW,Golf 5,2006,3990,191145,M,4/5,0,77,1900.0,diesel,0,BL,3,0,SDN,4,F
Opel,Astra,2005,3250,175109,M,4/5,0,74,1700.0,diesel,1,BL,3,0,SDN,4,F
