brand,make,year,price,km,cm3
Peugeot,206,2004,1700,145650,1360
Renault,Clio,2007,2500,138500,1155
Peugeot,308,2009,4500,197000,1997
VW,Passat,2015,11790,120000,1968
Ford,Focus,2004,1750,240000,1753
VW,Passat,2007,4999,198454,1965
Opel,Astra,2018,14900,31740,1598
Citroen,C4 Picasso,2016,8290,164947,1560
VW,Passat,2006,2710,189908,1984
Renault,Scenic,2007,2250,191000,1898
Peugeot,3008,2016,9950,163391,1560
Opel,Astra,2007,1750,200000,1700
Renault,Koleos,2009,5050,164000,1995
Renault,Laguna,2006,2100,241000,1870
VW,Passat,2009,5800,216000,1984
VW,Passat,2005,2340,289000,1894
Renault,Clio,2007,3730,68800,1149
Fiat,Grande Punto,2012,4190,128000,1368
VW,Polo,2011,4990,164000,1598
Citroen,C4 Grand Picasso,2007,2790,185000,1560
Ford,C Max,2009,3690,165000,1999
Citroen,C_Crosser,2008,4990,173000,2179
Ford,Fiesta,2009,3290,156000,1242
Opel,Meriva,2007,2590,158600,1364
Opel,Corsa,2008,3690,180000,1248
VW,Passat,2007,3990,181000,1896
Renault,Modus,2005,2290,113000,1390
Opel,Astra,2007,2890,170000,1598
Peugeot,206,2009,2690,139000,1124
Opel,Corsa,2005,2390,156000,1198
Ford,Fusion,2007,2990,128000,1399
Opel,Meriva,2005,2250,154800,1598
Opel,Meriva,2007,2850,153000,1364
Opel,Meriva,2014,6490,139000,1598
Opel,Astra,2004,2090,181000,1398
Renault,Megane,2009,4190,210000,1461
Renault,Scenic,2003,1990,187000,1461
Opel,Corsa,2007,3390,126800,1229
Renault,Clio,2003,1750,137000,1461
VW,Polo,2008,3150,124900,1198
Ford,Fiesta,2007,2390,153000,1399
Ford,C Max,2007,2990,151000,1598
Peugeot,308,2009,5290,186000,1598
Opel,Meriva,2007,2790,187000,1686
Peugeot,307,2004,1890,214000,1997
Fiat,Punto,2011,2390,124000,1241
Citroen,C3,2006,2100,164000,1124
Fiat,Grande Punto,2012,4190,128000,1368
Opel,Meriva,2007,2850,177500,1686
Ford,Fusion,2005,2290,154000,1368
Opel,Astra,2011,6990,143000,1956
Fiat,Grande Punto,2006,2590,128000,1242
Opel,Meriva,2009,3190,90000,1364
Fiat,Freemonte,2011,8490,174000,1956
Opel,Astra,2005,2490,163000,1598
Honda,CR_V,2016,18790,93000,1597
Opel,Astra,2005,2490,173400,1598
Fiat,500,2012,5490,110000,875
Peugeot,206,2006,2450,140000,1587
Ford,Focus,2006,2950,168700,1596
Renault,Clio,2003,1990,124800,1491
Fiat,Grande Punto,2010,3490,124000,1248
Peugeot,207,2009,3650,161000,1398
Citroen,C5,2007,2690,215000,1560
Honda,Civic,2005,2990,180000,1396
Ford,Fiesta,2009,3290,175000,1399
Citroen,C3,2005,2390,162600,1360
Renault,Modus,2010,3750,64000,1200
Peugeot,308,2014,6999,155000,1600
VW,Golf 6,2010,6350,162900,1586
Fiat,Marea,2001,1150,245000,1910
Renault,Megane,2011,4750,185000,1489
Peugeot,207,2007,2990,147000,1397
Renault,Megane,2010,4750,188000,1489
Renault,Modus,2005,2200,170000,1390
Opel,Corsa,2007,3590,110400,1364
Opel,Meriva,2011,7490,62235,1398
VW,Golf plus,2005,3650,255870,1968
Renault,Scenic,2004,2500,203400,1898
Renault,Kangoo,2015,6900,120000,1461
VW,Golf plus,2007,3460,178000,1390
Ford,Focus,2011,4250,168000,1589
Opel,Astra,2007,2950,185519,1700
Opel,Insignia,2016,10500,157622,1598
Peugeot,407,2010,4250,190000,1589
Opel,Corsa,2006,2550,136300,1229
VW,Golf plus,2007,2990,244000,1896
Renault,Espace,2003,1850,244321,1900
Ford,Fiesta,2005,2190,158000,1399
VW,Golf plus,2007,3090,199000,1390
VW,Golf plus,2005,3270,229099,1984
Renault,Clio,2015,5520,83000,1149
VW,Tiguan,2010,8830,158800,1390
VW,Tiguan,2015,11240,193120,1968
Renault,Megane,2007,1430,207000,1870
VW,Tiguan,2012,9430,137349,1390
VW,Tiguan,2007,7010,180000,1968
VW,Tiguan,2013,11240,136000,1968
VW,Golf 7,2015,8380,77600,1598
VW,Tiguan,2008,7380,206000,1984
Renault,Megane,2014,6190,79200,1461
Renault,Twingo,2011,1700,145304,1149
Renault,Modus,2007,1810,122000,1461
VW,Tiguan,2009,6170,124121,1984
VW,Golf 7,2015,7620,216000,1968
Fiat,500,2008,3650,85000,1368
Renault,Scenic,2012,4580,162000,1461
VW,Golf plus,2005,1680,207000,1984
VW,Tiguan,2008,7940,186660,1968
Honda,Jazz,2011,5610,107000,1339
Honda,Jazz,2009,4210,140000,1339
Fiat,Doblo,2014,4580,80117,1598
VW,Tiguan,2008,8410,159000,1968
Citroen,DS,2014,7140,79950,1598
Fiat,Doblo,2006,1870,121807,1596
Peugeot,5008,2011,4760,139000,1560
Toyota,Corolla,2006,2710,198000,1995
Toyota,Auris,2007,2240,199000,2231
Fiat,Doblo,2008,3650,157055,1910
Citroen,C4,2014,10450,73900,1560
Ford,Kuga,2012,6670,99873,1997
Peugeot,206,2009,1430,102000,1360
VW,Passat,2006,1680,270000,1984
Ford,Focus,2006,1400,247600,1596
VW,Golf plus,2011,9250,85000,1598
Fiat,Sedici,2008,2570,164000,1598
Ford,Focus,2007,1450,185000,1999
VW,Passat,2006,2710,238100,1968
Opel,Vectra,2007,1430,277000,1910
VW,Golf plus,2005,4210,199500,1968
Renault,Megane,2010,3930,130000,1997
VW,Golf plus,2011,4660,159800,1390
VW,Passat,2010,6450,148000,1798
Ford,Focus,2008,1680,203000,1997
VW,Passat,2008,5520,186000,1968
Toyota,Aygo,2015,4660,87000,998
Toyota,Auris,2009,3050,218000,1598
Honda,Civic,2005,1870,206000,1998
VW,Touran,2006,1870,228000,1896
VW,Passat,2008,3740,151000,1984
Opel,Corsa,2006,1430,180000,1364
Honda,Civic,2008,5140,87000,1339
Toyota,Verso,2012,8320,138000,1798
VW,Passat,2009,5800,216000,1984
VW,Touran,2006,2710,249000,1896
Honda,Civic,2005,5140,76600,1590
Renault,Clio,2012,3650,89000,1149
Renault,Scenic,2006,2800,79000,1998
Renault,Clio,2006,3270,128000,1598
Opel,Corsa,2010,1810,146000,1398
Ford,Focus,2009,2470,185811,1560
VW,Golf plus,2010,7480,89000,1197
Opel,Antara,2013,6660,137000,2231
Toyota,Yaris,2009,3710,102000,998
Fiat,Bravo,2011,3710,110000,1368
VW,Tiguan,2013,11240,136000,1968
VW,Golf plus,2008,5140,137253,1896
VW,Polo,2005,3460,182000,1198
Peugeot,308,2012,8180,82502,1560
Opel,Vectra,2005,2800,218000,1998
Honda,Civic,2005,1870,206000,1998
Opel,Meriva,2008,1780,181400,1598
Peugeot,308,2015,7610,169000,1997
VW,Polo,2006,2800,180000,1896
Opel,Vectra,2008,2800,188000,2198
VW,Polo,2005,2520,205000,1390
VW,Touran,2006,1960,276000,1896
VW,Polo,2007,2710,195000,1598
Ford,Focus,2006,1120,180000,1560
VW,Golf plus,2005,2710,228446,1984
Opel,Vectra,2003,1965,90000,1796
Ford,Maverick,2009,2430,240000,2261
VW,Golf plus,2007,2060,240000,1984
Honda,Civic,2007,2800,180000,1799
VW,Polo,2007,3090,177000,1390
Ford,Fiesta,2007,1905,158000,1596
Fiat,Sedici,2008,2570,164000,1598
Ford,C Max,2014,6670,171000,1997
Ford,Focus,2010,1870,241000,1997
Ford,Focus,2014,3650,120600,998
Ford,Fusion,2004,2620,162000,1596
Fiat,Panda,2006,1430,99428,1108
Ford,Focus,2005,3650,117000,1596
VW,Touran,2004,1500,220000,1598
VW,Passat,2006,6360,134000,1968
Toyota,Aygo,2007,2340,154000,998
Honda,Accord,2010,7450,137000,2199
Renault,Clio,2008,2525,173000,1149
Fiat,Punto,2010,2710,160000,1242
Citroen,C1,2010,1900,134000,998
Renault,Megane,2004,1120,277000,1461
Peugeot,207,2008,2245,118000,1598
Toyota,Avensis,2005,3650,217000,2231
Opel,Meriva,2012,4620,144000,1364
Peugeot,207,2011,3460,190000,1598
Renault,Megane,2006,2700,186000,1998
Opel,Astra,2004,1400,223000,1598
VW,Passat,2006,2800,194000,1968
Toyota,Corolla,2006,2710,198000,1995
Peugeot,5008,2011,4210,157000,1598
Fiat,Punto,2009,2710,150000,1368
Fiat,Punto,2005,1310,128000,1242
Peugeot,3008,2011,5840,136000,1560
Opel,Astra,2005,1870,212500,1998
Ford,Focus,2006,1780,171000,1560
Ford,Focus,2007,4580,78200,1798
VW,Golf plus,2004,2060,197000,1598
Peugeot,307,2006,1710,189000,1560
VW,Passat,2008,7380,159300,1984
Renault,Clio,2007,2800,146735,1998
Opel,Astra,2005,2150,158000,1598
Opel,Astra,2005,2710,209500,1998
Peugeot,208,2012,4760,131000,1397
Renault,Megane,2004,1770,145000,1998
Renault,Clio,2010,3550,153400,1149
Peugeot,207,2007,1890,169900,1360
Peugeot,207,2008,2280,118000,1598
Opel,Meriva,2005,1430,163000,1598
Opel,Frontera,2004,2830,120000,3165
Renault,Clio,2012,3550,155000,1149
Renault,Megane,2005,2240,186000,1598
VW,Passat,2006,1680,270000,1984
VW,Jetta,2006,2710,150000,1984
Renault,Twingo,2012,4170,90700,1149
Peugeot,206,2002,1190,270000,1124
Ford,Mondeo,2005,1500,251850,1998
Opel,Insignia,2009,4110,150000,1998
Ford,Focus,2006,1395,221000,1997
VW,Golf 1,2006,2340,262000,1390
Opel,Corsa,2003,1310,180000,1389
VW,Buba,2003,1950,170500,1595
VW,Golf 6,2011,7010,88000,1390
Opel,Zafira,2006,1860,264000,1910
VW,Golf 2,2006,2340,233981,1984
Ford,Mondeo,2006,2150,227000,1998
Renault,Megane,2015,6950,167000,1461
Peugeot,206,2003,1110,132000,1587
Citroen,Xsara Picasso,2003,1120,151000,1997
VW,Polo,2009,2690,188000,1390
VW,Golf 1,2005,1780,254000,1896
Peugeot,407,2009,4350,175000,1560
Ford,Fiesta,2007,1870,158000,1596
Ford,Focus,2006,1220,253000,1997
Renault,Twingo,2014,2710,151000,1149
Citroen,C4,2016,7320,54400,1199
Opel,Vectra,2006,2810,85000,2198
VW,Golf 7,2014,8550,153143,1598
Ford,Focus,2016,8790,134736,1499
Ford,Kuga,2015,13500,132578,1997
Renault,Clio,2014,6500,96597,1461
Toyota,RAV4,2005,4790,160015,1995
VW,Passat,2014,10290,158300,1968
Toyota,RAV4,2011,10990,163167,2231
VW,Golf 5,2007,4190,210505,1595
VW,Golf 5,2007,4290,170285,1595
VW,Golf 7,2015,9300,137725,1598
Ford,Focus,2015,7800,140278,1499
Ford,Focus,2015,8190,147574,1499
Ford,Focus,2014,6890,163136,1560
VW,Passat,2011,10750,197800,3597
VW,Golf 4,2004,3990,195867,1896
Ford,Kuga,2015,12990,122000,1997
Renault,Modus,2012,4200,142000,1461
Citroen,C4,2009,2999,140866,1360
VW,Golf 5,2007,4400,191339,1896
Ford,Kuga,2016,13700,154841,1997
Renault,Kangoo,2009,2199,263780,1461
Citroen,C1,2006,2499,136094,998
Fiat,Bravo,2008,3850,108170,1598
Opel,Insignia,2011,6800,197961,1956
Ford,Focus,2013,6750,127210,1560
VW,Golf 6,2010,5400,178368,1598
VW,Passat,2015,11990,158654,1968
Peugeot,308,2015,7990,95000,1560
Ford,Focus,2014,8399,122113,1499
Peugeot,207,2008,4500,167000,1560
Fiat,Croma,2006,1750,288456,1910
Peugeot,406,1998,1400,220000,2000
Citroen,Berlingo,2003,1800,190000,1587
Honda,Jazz,2009,5300,179000,1198
Renault,Kadjar,2015,12390,180577,1598
Fiat,Marea,2001,1600,194000,1910
Opel,Astra,2016,7990,93278,1598
VW,Touran,2016,11500,159833,1598
Ford,Focus,2016,8999,127387,1499
VW,Polo,2004,2950,145319,1390
VW,Golf 4,2002,2400,244000,1786
Toyota,Yaris,2015,8500,150231,1329
Peugeot,307,2007,1598,285355,1587
Opel,Insignia,2014,9990,144532,1956
Renault,Kangoo,2016,7190,82570,1461
Opel,Insignia,2016,8190,177000,1598
Opel,Insignia,2015,12350,159637,1956
Renault,Espace,2006,3150,209000,1870
Renault,Clio,2012,3750,180000,1461
VW,Golf 4,2003,2600,300000,1900
Fiat,Panda,2004,1450,65438,1200
Opel,Zafira,2007,3650,204000,1910
Renault,Fluence,2011,4990,120000,1598
VW,Sharan,2014,14990,142717,1968
Renault,Scenic,2005,2290,218000,1598
Opel,Corsa,2015,5990,150120,1248
Fiat,Bravo,2012,4000,183000,1598
Renault,Clio,2007,2200,219000,1500
Citroen,C3,2003,2788,117334,1598
Opel,Corsa,2007,3250,203000,1284
VW,Golf 5,2006,3500,253000,1898
Renault,Clio,2003,1250,200000,1461
VW,Passat,2015,15700,125000,1968
Ford,Fiesta,2009,3450,170000,1389
Citroen,C5,2007,3450,168000,2000
Honda,Civic,2013,8490,86091,1339
Fiat,Stilo,2004,1150,212890,1747
VW,Fox,2007,2490,143000,1198
VW,Touran,2004,3950,223000,1896
Peugeot,206,2002,1490,225000,1380
VW,Touran,2004,3500,184180,1595
Fiat,Doblo,2011,6750,140000,1598
Toyota,Avensis,2004,2700,182000,1998
Citroen,C3,2003,1699,197000,1368
Peugeot,307,2006,1900,197000,1600
Citroen,C5,2009,4950,236459,1596
Opel,Zafira,2008,3700,204000,1910
Opel,Corsa,2007,2390,202000,1300
Fiat,Panda,2015,5190,110128,1248
VW,Golf 4,2000,1399,183109,1595
Ford,Kuga,2015,13950,165169,1997
Renault,Kangoo,2005,2450,202000,1461
Fiat,Scudo,2014,7100,98000,1997
Ford,Focus,2015,7390,152000,1498
Citroen,Xsara,2003,1200,203000,1905
Ford,Fiesta,2002,1250,110000,1753
Opel,Astra,2006,3300,202000,1300
Fiat,Multipla,2002,1400,242000,1910
VW,Bora,2004,2990,294416,1986
Opel,Astra,2002,1850,211132,1700
Peugeot,308,2016,7450,187017,1560
VW,Golf 4,2002,2350,271000,1900
VW,Golf 4,2001,2600,250000,1579
Opel,Astra,2006,2700,230000,1400
VW,Passat,2004,3000,263328,1896
Peugeot,208,2016,6850,130341,1560
Peugeot,206,2004,1750,237000,1997
Peugeot,307,2004,2000,241000,2000
VW,Passat,2002,2300,300000,1900
Peugeot,307,2007,3499,140000,1587
Fiat,Punto,2003,1350,239310,1900
Renault,Clio,2002,1150,170000,1460
Opel,Corsa,2012,4400,250000,1258
Opel,Movano,2014,19999,140000,2299
Peugeot,301,2015,7500,122000,1560
Ford,Focus,2014,5750,145000,1560
Ford,C Max,2015,8250,99000,1560
Honda,Civic,2011,7200,128000,1799
Peugeot,Partner,2014,5850,198000,1560
Renault,Megane,2014,5900,134000,1197
Fiat,Fiorino,2016,6250,57000,1248
Fiat,Grande Punto,2015,5100,84000,1248
Ford,Mondeo,2015,10900,122000,1997
VW,Passat,2016,13650,143000,1598
Citroen,C5,2014,7999,139000,1560
Fiat,Freemonte,2015,11999,121000,1956
VW,Polo,2016,7400,105000,1422
Opel,Insignia,2016,8550,162000,1598
VW,Passat,2015,12200,148000,1968
Ford,Ranger,2014,13900,106000,2198
Ford,Transit,2014,7900,136000,1560
Fiat,Doblo,2011,3999,178000,1248
VW,Passat,2012,9900,194000,1968
Ford,Mondeo,2015,10150,105000,1560
Fiat,Doblo,2015,7900,125000,1598
Peugeot,308,2016,8350,89000,1560
Fiat,Grande Punto,2015,4200,139000,1248
Fiat,Doblo,2012,4550,133000,1598
Opel,Combo,2014,7550,115000,1598
Peugeot,508,2012,8650,155000,1997
Fiat,Grande Punto,2014,4100,55000,1248
Renault,Laguna,2010,5555,108000,1995
Renault,Clio,2015,5650,96000,1461
Fiat,Grande Punto,2015,4550,162000,1248
Opel,Adam,2017,8999,61000,1229
Renault,Clio,2015,6150,110000,1461
Opel,Astra,2016,9999,41000,1598
Fiat,Doblo,2015,7100,125000,1248
Opel,Corsa,2017,7999,78000,1248
Fiat,Doblo,2014,4150,54000,1248
Ford,Focus,2015,6850,101000,1598
Opel,Astra,2016,8300,71000,1598
Renault,Megane,2014,5999,153000,1461
VW,Tiguan,2015,12500,102000,1968
Citroen,C4 Grand Picasso,2016,8600,140000,1560
Opel,Corsa,2016,5600,145000,1248
Ford,Focus,2015,6999,126000,1499
Toyota,Aygo,2016,6500,32400,998
VW,Jetta,2013,8999,165000,1968
Renault,Megane,2015,6999,135000,1461
VW,Golf 7,2015,7700,154000,1598
Peugeot,308,2016,7500,112000,1997
Citroen,Berlingo,2015,5800,141000,1560
Citroen,Berlingo,2015,7650,79000,1560
Fiat,Panda,2012,3555,135000,1248
Ford,Focus,2012,5900,129000,1560
Ford,Kuga,2015,13050,101000,1997
Fiat,Fiorino,2014,4550,152000,1248
Fiat,500X,2016,13999,45000,1956
Opel,Zafira,2014,7600,83000,1956
Ford,S_Max,2013,7900,101000,1997
Citroen,Berlingo,2013,6100,104000,1560
Fiat,Grande Punto,2011,3800,147000,1248
Ford,B Max,2016,7600,99000,1499
Citroen,C4,2011,5050,165000,1560
Opel,Vivaro,2014,9999,161000,1995
Opel,Astra,2015,6600,124000,1598
Citroen,Berlingo,2015,5850,142000,1560
VW,Caddy,2013,6150,47000,1598
Ford,Focus,2016,9999,85000,1998
Renault,Megane,2015,5999,99000,1461
VW,Caddy,2016,12555,64000,1968
VW,Polo,2017,7999,31000,1422
Fiat,Tipo,2016,7900,86000,1598
Ford,Fiesta,2015,5100,87000,1499
Fiat,Bravo,2014,5999,87000,1598
VW,Passat,2015,10900,125000,1968
Ford,Focus,2015,7750,118000,1499
Renault,Clio,2009,4350,132000,1159
Fiat,Grande Punto,2011,7500,125000,1598
Citroen,DS3,2011,5700,243050,1560
Opel,Zafira,2001,2000,210000,1999
Opel,Corsa,2010,5650,155000,1398
Honda,FR_V,2007,5350,165000,2200
Ford,Focus,2012,7450,149000,999
Citroen,C4 Grand Picasso,2009,5550,165000,1598
Ford,C Max,2014,6700,109000,1560
Ford,Focus,2012,5550,67750,1997
Ford,Fiesta,2009,4650,131000,1399
VW,Polo,2001,2050,168000,1390
Peugeot,308,2009,4850,134000,1600
Opel,Meriva,2010,4850,142000,1598
Peugeot,207,2008,4650,125000,1598
Citroen,C3,2007,3050,129000,1124
Renault,Scenic,2004,2450,151000,1560
Opel,Corsa,2008,3600,173172,1248
VW,Passat,2010,8499,217000,1798
Opel,Corsa,2008,3500,198000,1300
Fiat,Punto,2013,2500,135000,1242
Peugeot,307,2007,2650,176000,1560
Ford,Fiesta,2015,5500,40000,998
Renault,Megane,2010,4950,151000,1461
Opel,Corsa,2007,3850,138000,1199
Opel,Astra,2005,3250,146000,1398
VW,Passat,2013,11400,126000,1968
Ford,C Max,2015,9500,86000,1997
VW,Polo,2010,5550,142000,1560
Peugeot,Expert,2011,4050,172000,1997
Renault,Grand Scenic,2008,4350,200000,1898
Opel,Corsa,2014,6350,124000,1199
Citroen,C3,2010,5050,126000,1360
Ford,C Max,2004,2850,132000,1560
Peugeot,207,2009,3350,103000,1360
Renault,Megane,2011,4890,148000,1598
Opel,Astra,2004,3100,77690,1364
Renault,Clio,2003,2250,135000,1360
Renault,Modus,2005,2290,143285,1461
Citroen,C3,2010,4590,159000,1360
Opel,Corsa,2001,1850,138000,1686
Peugeot,407,2005,3350,148000,1997
Opel,Meriva,2006,2990,135235,1364
Ford,Fiesta,2009,4850,113000,1560
VW,Touran,2007,7650,189000,1986
Renault,Grand Scenic,2006,2590,188000,1461
Citroen,Xsara Picasso,2003,1890,221000,1997
Toyota,Yaris,2004,2790,143000,1364
Renault,Megane,2008,3290,191000,1461
Toyota,RAV4,2008,5790,189000,2231
VW,Polo,2003,2850,132000,1198
Renault,Megane,2003,2090,163460,1598
Citroen,C5,2011,8250,180000,1560
Opel,Zafira,2004,3150,148635,1796
Opel,Antara,2007,5190,176000,1991
Opel,Agila,2008,3590,132000,1242
Peugeot,107,2006,2890,149285,998
Opel,Corsa,2001,2750,126000,1200
Renault,Megane,2001,1850,185000,1398
Opel,Astra,2015,9490,144000,1364
Renault,Clio,2006,2890,168000,1149
Opel,Agila,2003,1990,103000,998
Opel,Agila,2003,2190,140000,1249
Opel,Meriva,2004,3450,115000,1686
Honda,Jazz,2010,5590,111000,1198
Opel,Astra,2008,2890,174000,1686
Fiat,Grande Punto,2008,2890,179000,1248
VW,Golf 5,2006,4250,150000,1896
Fiat,Punto,2001,1390,144890,1242
Opel,Corsa,2007,3690,181000,1364
Fiat,Punto,2001,1990,136000,1124
Renault,Captur,2016,9990,126000,1461
Peugeot,3008,2009,5090,179000,1560
VW,Polo,2005,3590,130000,1396
Citroen,C3,2003,2390,150000,1124
Opel,Astra,2005,2850,174760,1686
Ford,Galaxy,2009,5800,262411,1753
Ford,Fiesta,2007,2200,197300,1388
Opel,Zafira,2006,3790,91000,1910
VW,Golf 4,2001,2850,146000,1896
Peugeot,807,2008,2300,278917,2179
VW,Passat,2008,5350,162000,1968
Renault,Megane,2003,1499,202000,1890
Ford,Kuga,2017,17990,113896,1997
Peugeot,207,2007,2950,160000,1399
VW,Passat,2002,2490,171410,1896
Ford,Focus,2007,3190,211463,1560
VW,Passat,2015,14990,160466,1395
Peugeot,207,2009,3350,225000,1560
Citroen,C4,2005,2500,275000,1360
Opel,Mokka,2014,8999,195404,1364
VW,Golf 5,2005,4290,191755,1968
Opel,Astra,2003,2190,250000,1995
Renault,Clio,2009,3500,169169,1149
Opel,Zafira,2017,14700,54890,1598
Renault,Kangoo,2012,4990,131267,1461
Citroen,C3,2002,2090,134175,1360
Opel,Astra,2015,9420,64820,1598
Opel,Astra,2005,2950,180000,1398
Fiat,Grande Punto,2009,3450,138000,1388
Ford,Kuga,2015,13000,107340,1997
Opel,Agila,2003,1800,140000,1200
Peugeot,407,2007,2690,235000,1997
Fiat,500,2011,5400,119000,1242
Opel,Zafira,2005,2999,198450,1910
Peugeot,207,2007,3050,180000,1600
Ford,Mondeo,2004,1700,297553,2000
VW,up!,2013,6100,45407,999
VW,Polo,2002,1600,160000,1190
Peugeot,308,2008,3650,100000,1400
Ford,S_Max,2011,11500,128690,2179
Renault,Clio,2013,5190,89925,1149
VW,Golf 5,2006,4180,181000,1896
VW,Golf 4,2001,3500,244113,1896
VW,Polo,2001,1000,163000,1390
VW,Golf 4,2004,2750,202500,1899
Honda,CR_V,2004,4300,213000,1998
VW,Crafter,2008,13400,187000,2459
VW,Passat,2005,2250,230400,1896
Renault,Kangoo,2007,3400,204000,1461
Peugeot,5008,2015,10200,157800,1560
Renault,Scenic,2004,1200,93000,1870
VW,Golf 4,2001,2500,244500,1900
Renault,Megane,2012,5890,187197,1870
VW,Passat,2011,8290,225000,1986
Opel,Astra,2004,2000,144000,1598
Ford,S_Max,2007,4300,286406,1753
Renault,Laguna,2007,7600,164189,1995
Peugeot,308,2008,4450,195000,1600
Citroen,C4,2008,3250,165000,1600
Opel,Astra,2001,1300,187000,1995
Opel,Astra,2005,2500,198000,1598
Opel,Agila,2005,2300,200000,1229
VW,Touran,2005,3799,209567,1968
VW,Passat,2007,4650,208690,1986
Renault,Clio,2016,6199,181000,1461
Opel,Astra,2004,2700,155000,1686
Renault,Megane,2004,1550,224000,1870
Opel,Meriva,2004,2000,190000,1686
Peugeot,2008,2014,8699,183000,1560
Ford,Fiesta,2006,2550,141839,1242
Fiat,Doblo,2015,6500,116000,1248
Opel,Corsa,2015,4499,74000,1248
Renault,Megane,2009,4600,192600,1461
Renault,Clio,2016,6399,183000,1461
Renault,Megane,2004,1550,259519,1870
VW,Touran,2009,5500,175000,1896
Opel,Meriva,2005,2400,161000,1400
Peugeot,207,2008,3599,192100,1560
Opel,Astra,2014,6999,157000,1686
Renault,Grand Scenic,2005,2450,172000,1870
Fiat,Doblo,2016,6500,138000,1248
Renault,Scenic,2007,2690,142000,1870
Ford,Focus,2002,1750,250000,1800
Fiat,Panda,2009,3050,120000,1298
Ford,Fiesta,2010,4700,84000,1242
Opel,Astra,2016,8499,169000,1598
Opel,Astra,2003,2200,101000,1800
VW,Passat,2003,2650,294000,1968
Opel,Corsa,2008,3290,141000,1229
Renault,Clio,2005,1999,115000,1149
Citroen,C3,2004,2190,132148,1124
VW,Passat,1998,1550,276000,1898
VW,Passat,2009,4850,204125,1968
VW,Golf 5,2004,4100,270215,1968
Opel,Astra,2016,8990,130000,1598
Ford,Fiesta,2006,2500,147500,1400
Renault,Captur,2014,9000,45000,1499
Ford,Fiesta,2008,3690,107810,1299
Ford,S_Max,2015,14990,102000,1997
VW,Golf 6,2010,4290,219236,1197
VW,Passat,2016,14999,155614,1598
Opel,Zafira,2012,6600,210000,1998
Peugeot,308,2015,8990,163000,1997
VW,Golf 4,2008,2300,207000,1898
Peugeot,607,2001,2300,237000,1997
VW,Sharan,2001,2600,40000,1900
Peugeot,207,2008,2600,221655,1560
Peugeot,407,2005,3650,197156,1997
Peugeot,2008,2014,7500,81049,1199
Citroen,C3,2005,2690,65176,1124
Peugeot,206,2008,2900,99800,1480
Peugeot,508,2012,8950,134215,1997
Opel,Astra,2001,1800,186000,1995
Renault,Clio,2002,1400,227700,1198
VW,Golf 5,2008,5199,171817,1390
Opel,Vectra,1998,1450,220000,1994
VW,Passat,2007,5250,236510,1968
Fiat,Fiorino,2009,3760,170000,1260
Renault,Laguna,2011,5850,220000,1995
Fiat,Stilo,2003,1200,229133,1747
Ford,Focus,2001,1500,226000,1800
Citroen,C3,2003,2100,192500,1400
Ford,S_Max,2016,16900,123890,1997
VW,Passat,2006,4950,207000,1896
Toyota,Yaris,2006,3400,159000,1364
Renault,Clio,2006,2750,137000,1148
Opel,Astra,2015,8950,158175,1598
Peugeot,207,2006,3050,246000,1398
Opel,Vectra,2005,3100,198141,1900
Opel,Insignia,2011,6400,182000,1956
Renault,Captur,2017,10650,118307,1461
Renault,Scenic,2000,1650,248000,2000
Peugeot,508,2016,10650,143334,1560
Opel,Zafira,2002,3400,207141,1995
VW,Jetta,2007,4500,235000,1896
Peugeot,307,2004,2350,180000,1997
Fiat,Grande Punto,2006,2500,108800,1242
VW,Polo,2005,2300,166000,1198
Fiat,Idea,2005,2500,215000,1248
Ford,Focus,2001,1800,262000,1753
Citroen,C4 Picasso,2015,7999,171000,1560
Citroen,C3,2007,2100,200000,1389
VW,Passat,2003,2800,270000,1900
Peugeot,307,2002,1850,200000,1990
Citroen,C4 Picasso,2008,3000,200000,1560
VW,Passat,2006,3950,289000,1998
VW,Golf 4,2001,2450,238990,1896
Fiat,Stilo,2003,1600,193000,1910
VW,New Beetle,2004,3333,199000,1800
Opel,Insignia,2010,7850,176000,2000
Renault,Megane,2002,1550,168000,1598
Fiat,500,2008,4790,178540,1248
Peugeot,207,2007,3300,96000,1400
VW,Golf 4,2003,3100,230000,1896
Ford,Fiesta,2004,1850,181000,1399
Toyota,Corolla Verso,2009,3899,157743,2231
Opel,Meriva,2004,2390,235000,1686
Ford,Focus,2008,3750,192000,1560
VW,Golf 4,2000,1699,223000,1596
Ford,Mondeo,2010,2990,295317,1997
Peugeot,307,2002,2200,185500,1998
Opel,Zafira,2004,2300,200000,1995
VW,Golf 5,2004,4500,137000,1900
Peugeot,207,2007,2890,197000,1560
Renault,Kadjar,2016,12399,132000,1461
Renault,Scenic,2003,1690,200000,1461
VW,T5,2013,19999,159467,1968
Ford,Fiesta,2005,2000,130220,1388
VW,Golf 7,2015,12890,137243,1968
Ford,Mondeo,2016,13999,110544,1997
Fiat,Croma,2008,2500,195954,1910
Ford,Focus,2001,1650,265637,1598
Opel,Vectra,1998,1350,247429,1600
VW,T5,2013,19999,159467,1968
Opel,Vectra,1997,1199,167216,1600
Peugeot,307,2004,2490,179000,1560
Fiat,Doblo,2003,1600,175000,1905
VW,Passat,2011,8799,186500,1798
Peugeot,508,2015,12950,145550,1997
Ford,C Max,2015,9490,147938,1560
Peugeot,Partner,2012,7499,114379,1560
Renault,Megane,2015,7000,156000,1461
VW,Passat,2013,9799,168590,1968
